iter	Logloss
225	0.2296501941
226	0.2291261102
227	0.2285733151
228	0.2281320384
229	0.2276992031
230	0.2273041944
231	0.2270490938
232	0.226530681
233	0.226161723
234	0.2259105409
235	0.2255160383
236	0.2251378804
237	0.2247478669
238	0.2244503802
239	0.2240605859
240	0.2236199513
241	0.2232096528
242	0.2228638627
243	0.2225934819
244	0.2222732186
245	0.2219222336
246	0.2215402787
247	0.221154568
248	0.2208768001
249	0.2205407625
250	0.2203604211
251	0.2199026704
252	0.219604354
253	0.2192831497
254	0.2189584714
255	0.2186660636
256	0.2184519824
257	0.218117381
258	0.2177856671
259	0.2174719434
260	0.2172198734
261	0.2169663515
262	0.2167938105
263	0.2162961168
264	0.2160044144
265	0.2157988615
266	0.2155700719
267	0.2153347819
268	0.2150999307
269	0.2147111785
270	0.214292011
271	0.2139384463
272	0.2135431303
273	0.2133384151
274	0.2131241523
275	0.2128856736
276	0.2125183501
277	0.2122931799
278	0.2120053714
279	0.2116781447
280	0.2113817762
281	0.2111936107
282	0.2108544607
283	0.2105493653
284	0.2103565296
285	0.2100696966
286	0.2097723091
287	0.2094137768
288	0.209149599
289	0.2088934311
290	0.2086023738
291	0.208271182
292	0.207853992
293	0.2075038487
294	0.2072742078
295	0.2069789566
296	0.2066814448
297	0.2063959726
298	0.2061886192
299	0.2059865449
300	0.20574797
301	0.2055750891
302	0.2051764962
303	0.2048928533
304	0.2045457551
305	0.2044182302
306	0.2040858341
307	0.2039403409
308	0.2036595449
309	0.2033853939
310	0.2031201128
311	0.2029047286
312	0.2025596515
313	0.2022520771
314	0.2020465746
315	0.2018400416
316	0.2015305011
317	0.2013676722
318	0.2010624126
319	0.2007747911
320	0.2005955974
321	0.2003054282
322	0.2000861285
323	0.1998430497
324	0.1994944937
325	0.199051744
326	0.1986075808
327	0.1983326298
328	0.1981389463
329	0.1978282422
330	0.1976172609
331	0.1973300979
332	0.1971287744
333	0.1967282027
334	0.1963840569
335	0.1961598642
336	0.1957985415
337	0.1956366558
338	0.1954399021
339	0.1952110181
340	0.195023168
341	0.1947187548
342	0.1944986418
343	0.1942407264
344	0.1940096426
345	0.1937372329
346	0.1935979734
347	0.1933539705
348	0.1931479509
349	0.1928448061
350	0.1924700247
351	0.1921876948
352	0.1919539875
353	0.1917059135
354	0.1915094096
355	0.1911983701
356	0.1909256816
357	0.1907485535
358	0.1906150068
359	0.1904909207
360	0.1902000824
361	0.1898451994
362	0.1896209447
363	0.1894814995
364	0.1892764337
365	0.1889387449
366	0.1887420295
367	0.1885353567
368	0.1882637729
369	0.188070956
370	0.187752698
371	0.1875424767
372	0.1872561035
373	0.187003301
374	0.1866537066
375	0.186468854
376	0.1861663658
377	0.1859506314
378	0.1856525308
379	0.1854177327
380	0.1851572482
381	0.184980225
382	0.1847413554
383	0.1844498796
384	0.1841709928
385	0.1839063464
386	0.1837841736
387	0.1835298732
388	0.1834184907
389	0.1830821766
390	0.1829554223
391	0.1827704279
392	0.1824539728
393	0.1822107585
394	0.1818775557
395	0.1815981815
396	0.1813972122
397	0.1811334243
398	0.1808271891
399	0.1805912599
400	0.1803204217
401	0.1800746187
402	0.1798070723
403	0.1796181397
404	0.1793691933
405	0.1791723868
406	0.1788519122
407	0.1785711403
408	0.1783461823
409	0.1780765818
410	0.1778444509
411	0.1777093019
412	0.1775298989
413	0.1773508912
414	0.1771441106
415	0.1769033653
416	0.1766778018
417	0.1763051141
418	0.1760712121
419	0.1759426452
420	0.175751924
421	0.1755906966
422	0.1753914086
423	0.1751598839
424	0.1750192528
425	0.1746801366
426	0.1742580387
427	0.1739832652
428	0.1738097179
429	0.1735054242
430	0.1732713902
431	0.1729940825
432	0.1726391423
433	0.1723495154
434	0.1720333276
435	0.1718911603
436	0.1717532758
437	0.1715926013
438	0.171299396
439	0.1710285764
440	0.1708344147
441	0.1706096464
442	0.1705027526
443	0.1702518765
444	0.170090619
445	0.1698066146
446	0.1695430115
447	0.1693158574
448	0.169138309
449	0.1689371565
450	0.1686838695
451	0.1684222206
452	0.168224903
453	0.1680698576
454	0.1678642236
455	0.1675883931
456	0.1674461013
457	0.1673204751
458	0.1670506369
459	0.1668037916
460	0.1666007475
461	0.1664195605
462	0.1662494451
463	0.1660615529
464	0.1658590786
465	0.1657414065
466	0.1655861469
467	0.1654319008
468	0.1651898012
469	0.164965822
470	0.164641374
471	0.1644876625
472	0.1642384345
473	0.1640422266
474	0.1637675348
475	0.1635424032
476	0.1632955033
477	0.1630460144
478	0.1628399973
479	0.1626230041
480	0.1623553064
481	0.1621750243
482	0.161965948
483	0.1617969038
484	0.1615737691
485	0.1613737871
486	0.1612084689
487	0.1609665066
488	0.1607773758
489	0.1606151892
490	0.160375503
491	0.1601965449
492	0.1598735072
493	0.1596368687
494	0.1594639018
495	0.1591861407
496	0.1588959478
497	0.1587946715
498	0.1586760878
499	0.1584640802
500	0.1583592003
501	0.1581612089
502	0.1578642256
503	0.157668608
504	0.1574823037
505	0.1573588497
506	0.1571722703
507	0.1570337061
508	0.1568900325
509	0.1566990331
510	0.1565908441
511	0.1563714621
512	0.1561760018
513	0.1558929749
514	0.155657664
515	0.1554984099
516	0.1553436835
517	0.1550840191
518	0.1548468789
519	0.1545964864
520	0.15441846
521	0.1542900542
522	0.1540159079
523	0.153867888
524	0.1536749621
525	0.1535129317
526	0.1533541467
527	0.1531272139
528	0.1529741058
529	0.1528582464
530	0.1527493347
531	0.1526159493
532	0.1523621343
533	0.1521955245
534	0.152021451
535	0.1517580488
536	0.1515179075
537	0.1513784082
538	0.1511750588
539	0.1508732319
540	0.1506911049
541	0.1504675491
542	0.150305778
543	0.1501070581
544	0.1498991871
545	0.1497705811
546	0.149639175
547	0.14952167
548	0.1493872786
549	0.14914823
550	0.1489707819
551	0.1487479757
552	0.1486162514
553	0.1484218585
554	0.1482288493
555	0.1480649445
556	0.1479227167
557	0.1477508148
558	0.1475897051
559	0.1474779461
560	0.1473343036
561	0.1471322613
562	0.1469657651
563	0.1467288504
564	0.1464943135
565	0.1463195779
566	0.1460428886
567	0.1459441256
568	0.1457274826
569	0.1455715685
570	0.1453781457
571	0.1452904798
572	0.1450415094
573	0.1447984484
574	0.1446385935
575	0.1443828853
576	0.1441429356
577	0.1439772519
578	0.1437059966
579	0.1435561865
580	0.1433339331
581	0.1431108437
582	0.1430016386
583	0.1427805365
584	0.1426357679
585	0.1424495794
586	0.1422702199
587	0.1420207853
588	0.1417288018
589	0.1415500403
590	0.1413367677
591	0.1411693432
592	0.1409779542
593	0.1408039417
594	0.1406837085
595	0.1405904893
596	0.1403378222
597	0.1401245579
598	0.1399150271
599	0.139753802
600	0.1395922601
601	0.1393812346
602	0.139230647
603	0.139036009
604	0.1388685462
605	0.1387297884
606	0.138576393
607	0.1383159249
608	0.1381590474
609	0.137936571
610	0.1377222402
611	0.1376327083
612	0.1374254317
613	0.1372040807
614	0.1369822129
615	0.1367792176
616	0.1365496169
617	0.1364557817
618	0.1363113821
619	0.1362114146
620	0.1360295475
621	0.135849568
622	0.1356696751
623	0.135560215
624	0.1353120242
625	0.1350504635
626	0.1349140284
627	0.1346707388
628	0.1345238734
629	0.1341830279
630	0.1340649558
631	0.1339120828
632	0.1338205981
633	0.1335077042
634	0.1333660053
635	0.1331661397
636	0.132988109
637	0.1328113689
638	0.1326127731
639	0.1324341837
640	0.1323110817
641	0.1321694307
642	0.1318970357
643	0.1317354158
644	0.131580251
645	0.1313989642
646	0.1312238806
647	0.1310524417
648	0.1309457387
649	0.1308152488
650	0.1306851961
651	0.1305456422
652	0.1304221196
653	0.1302706517
654	0.1301760473
655	0.1299904329
656	0.1297616347
657	0.1295961493
658	0.1293759144
659	0.1292076779
660	0.1289576106
661	0.1288856997
662	0.1287665569
663	0.1285670755
664	0.1283614764
665	0.1282035293
666	0.1280928763
667	0.1279004371
668	0.1276394681
669	0.1274699343
670	0.1273111155
671	0.1271471459
672	0.1269937123
673	0.1269082589
674	0.1267155874
675	0.1265530871
676	0.1264269215
677	0.1262451972
678	0.1260778645
679	0.1259158359
680	0.1258116044
681	0.1256476201
682	0.125526716
683	0.1254208303
684	0.1252420318
685	0.1251619291
686	0.1249491745
687	0.1248164046
688	0.124661718
689	0.1243021694
690	0.1240988706
691	0.1239709969
692	0.1238019066
693	0.1235903313
694	0.1234772478
695	0.1233599716
696	0.123189054
697	0.1229556838
698	0.1228154716
699	0.1226978564
700	0.1225326164
701	0.1223899467
702	0.1222709849
703	0.1221252202
704	0.121901113
705	0.1217328008
706	0.1216136372
707	0.1214240698
708	0.1212996218
709	0.1210741557
710	0.1209316549
711	0.1207679553
712	0.1206225835
713	0.1204662298
714	0.1202720765
715	0.1201219585
716	0.1198577442
717	0.1197207083
718	0.1196433345
719	0.1194736554
720	0.1193228924
721	0.1191236051
722	0.1190216068
723	0.1188978677
724	0.1187700422
725	0.1186720802
726	0.1185620126
727	0.1184359562
728	0.1182747925
729	0.1181744213
730	0.1178647694
731	0.1177726961
732	0.1176390859
733	0.1175140173
734	0.1173676589
735	0.117253239
736	0.1171220667
737	0.1169850722
738	0.1168125859
739	0.1167013371
740	0.1165119329
741	0.1164301032
742	0.1162539084
743	0.116056838
744	0.1158812926
745	0.1155820085
746	0.1154982711
747	0.1153978083
748	0.1152161387
749	0.1150860224
750	0.1149614053
751	0.1147257958
752	0.1145253516
753	0.1143704536
754	0.1142132763
755	0.1140601737
756	0.113903291
757	0.1137784732
758	0.1136486517
759	0.1134995495
760	0.1132112366
761	0.1131120326
762	0.1128397374
763	0.1126831455
764	0.1125868293
765	0.1123653095
766	0.1122150249
767	0.1120161343
768	0.1119049154
769	0.1117240858
770	0.1114986437
771	0.111322333
772	0.1111373113
773	0.1110368269
774	0.1109351796
775	0.1108473755
776	0.1106898019
777	0.1104781278
778	0.1103655503
779	0.110224883
780	0.1100202851
781	0.109850633
782	0.1096199836
783	0.1094525805
784	0.1091621626
785	0.1089422605
786	0.1087708189
787	0.1086957969
788	0.1085930924
789	0.1083156631
790	0.1081809975
791	0.1080952225
792	0.1079987251
793	0.1079373382
794	0.1078263358
795	0.1077186889
796	0.1075601518
797	0.1074852324
798	0.1073363731
799	0.1071516302
800	0.1070563339
801	0.1069147158
802	0.1068044663
803	0.1066673125
804	0.106586382
805	0.1064357878
806	0.106218078
807	0.1060470429
808	0.1059802079
809	0.1058500799
810	0.1056436716
811	0.1054429945
812	0.1052889379
813	0.10518396
814	0.1050476908
815	0.1048894305
816	0.1048122548
817	0.1047115931
818	0.1046184947
819	0.1045083334
820	0.1044342804
821	0.1043306843
822	0.1041523498
823	0.1040635571
824	0.1039710395
825	0.1037638931
826	0.1036575073
827	0.1035333175
828	0.1034136407
829	0.1033420134
830	0.1031927538
831	0.103024073
832	0.1028241847
833	0.1026699268
834	0.102570318
835	0.1024763787
836	0.1023721281
837	0.1022648616
838	0.1020629257
839	0.1019864471
840	0.1018692814
841	0.1017685662
842	0.1015908398
843	0.1015071171
844	0.1013700521
845	0.1012747464
846	0.1011503812
847	0.1010443092
848	0.1009145922
849	0.1008486842
850	0.100638014
851	0.1005149888
852	0.1003753985
853	0.1002630174
854	0.100180227
855	0.1000444252
856	0.09994129233
857	0.09989909388
858	0.09969710695
859	0.0995743708
860	0.09942590678
861	0.0993282165
862	0.09916845068
863	0.09905688195
864	0.09886628301
865	0.09874002593
866	0.09862434174
867	0.09852053255
868	0.09835422224
869	0.09825296656
870	0.09815859726
871	0.0979285771
872	0.09778005581
873	0.09758890177
874	0.09743460962
875	0.0973283741
876	0.09723801848
877	0.09715030639
878	0.09705349891
879	0.09694263261
880	0.09686120911
881	0.09677701433
882	0.09665920531
883	0.09658955009
884	0.09647694854
885	0.09640276435
886	0.09623014969
887	0.09612833706
888	0.09601666757
889	0.09588776333
890	0.09575656249
891	0.09566520758
892	0.09551205593
893	0.09533718062
894	0.09511159105
895	0.09505873725
896	0.09494983584
897	0.09486647411
898	0.09473123405
899	0.09465362417
900	0.09459467723
901	0.09450494004
902	0.09438728896
903	0.09425500655
904	0.09413168894
905	0.09401730249
906	0.09392055899
907	0.09384096605
908	0.09372673806
909	0.09360689384
910	0.09353691434
911	0.09344496186
912	0.09334132283
913	0.09324891335
914	0.09305696433
915	0.09290985017
916	0.09286160251
917	0.09272708421
918	0.0926472533
919	0.09253765555
920	0.09245400931
921	0.09232434205
922	0.09219002973
923	0.09201811725
924	0.09186687292
925	0.09174365171
926	0.09164349967
927	0.09156112178
928	0.09146504325
929	0.09133914693
930	0.09124654996
931	0.09114331649
932	0.09108932476
933	0.09103161794
934	0.09098162438
935	0.09081291468
936	0.09073250074
937	0.09064555859
938	0.09052549287
939	0.09041368666
940	0.09030488971
941	0.09024467587
942	0.09008046354
943	0.08998607725
944	0.08990174935
945	0.08981983905
946	0.08977491276
947	0.08965891282
948	0.08950897186
949	0.08943399124
950	0.08938033815
951	0.08927014671
952	0.08914200486
953	0.08904879994
954	0.08896598663
955	0.0888924376
956	0.08874117605
957	0.08866956624
958	0.08849022422
959	0.08841956909
960	0.08835169942
961	0.08827401051
962	0.0881565127
963	0.088071812
964	0.08790894557
965	0.08779372054
966	0.08772891575
967	0.08765235605
968	0.08760159096
969	0.08749035649
970	0.08738021421
971	0.0871896348
972	0.08710424445
973	0.08702486218
974	0.0869366123
975	0.08684353774
976	0.0866963313
977	0.08661067767
978	0.08655573416
979	0.08644721613
980	0.08634100569
981	0.08623815009
982	0.08611774732
983	0.08595939284
984	0.08583115022
985	0.08574940228
986	0.08563221662
987	0.08555061728
988	0.08550805808
989	0.08539963094
990	0.08530646012
991	0.0852119186
992	0.08511284609
993	0.08502435158
994	0.08495501846
995	0.0848596814
996	0.0846963625
997	0.08458572226
998	0.08447337839
999	0.08439546108
